SeqNum,UtcDate,UtcTime,AcqTime,PDOP,Long,Lat,Alt.m.,TotCount.cps.,Potassium...,Uranium.ppm.,Thorium.ppm.,UpDet.cps.,X.meters.,X.meters..1,xy
72370,19/3/2024,1:02:20,999993,2.10113,149.8863104,-30.2635576,294.1665,1637.9959,2.65899,-0.92023,22.43523,5.00304,294.189,100,TRUE
72371,19/3/2024,1:02:21,999993,2.10111,149.8863168,-30.2635406,294.2614,1712.69878,2.99923,7.96134,7.18709,13.00531,294.284,100,TRUE
72372,19/3/2024,1:02:22,999994,2.10108,149.8863238,-30.2635236,294.3553,1575.48367,2.47682,-0.18711,11.63158,4.00123,294.378,100,TRUE
72373,19/3/2024,1:02:23,999992,2.10106,149.8863309,-30.2635077,294.3183,1586.49023,3.36949,0.13297,15.16984,5.00155,294.341,100,TRUE
72374,19/3/2024,1:02:24,999994,2.10104,149.8863379,-30.2634908,294.4151,1653.49972,3.65484,1.82846,14.99888,7.00635,294.438,100,TRUE
72375,19/3/2024,1:02:25,999993,2.10101,149.8863461,-30.2634732,294.3408,1726.22217,2.40516,2.46821,22.07469,9.00638,294.364,100,TRUE
72376,19/3/2024,1:02:26,999993,2.10099,149.8863531,-30.2634547,294.1689,1615.46684,2.59755,2.99599,18.44848,9.00818,294.192,100,TRUE
72377,19/3/2024,1:02:27,999993,2.10097,149.8863604,-30.2634371,294.2118,1632.48229,3.65485,1.82846,14.99889,7.00636,294.235,100,TRUE
72378,19/3/2024,1:02:28,999993,2.10094,149.8863671,-30.2634182,293.9049,1595.28899,1.76425,4.31291,9.36944,9.00728,293.928,100,TRUE
72379,19/3/2024,1:02:29,999993,2.10092,149.8863738,-30.2633987,293.8505,1592.28657,3.00623,-1.56059,15.36022,3.00243,293.873,100,TRUE
72380,19/3/2024,1:02:30,999993,2.10089,149.8863828,-30.2633793,294.0888,1615.98252,2.71447,0.13345,15.17514,5.00304,294.112,100,TRUE
72381,19/3/2024,1:02:31,999993,2.10087,149.8863907,-30.2633632,294.0951,1636.82987,4.10831,0.13329,15.17335,5.00254,294.118,100,TRUE
72382,19/3/2024,1:02:32,999994,2.10084,149.8863976,-30.2633492,294.0027,1635.15606,3.49924,1.5076,11.45572,6.00425,294.025,100,TRUE
72383,19/3/2024,1:02:33,999993,2.10081,149.8864059,-30.2633381,293.7984,1614.82033,2.22451,6.26843,7.36954,11.00559,293.821,100,TRUE
72384,19/3/2024,1:02:34,999993,2.10079,149.8864095,-30.2633245,293.7792,1510.76747,2.71536,3.20086,11.27145,8.00407,293.802,100,TRUE
72385,19/3/2024,1:02:35,999993,2.10076,149.8864164,-30.2633128,293.3986,1669.68123,3.48885,0.33976,8.00368,4.00163,293.421,100,TRUE
72386,19/3/2024,1:02:36,999993,2.10073,149.8864213,-30.2633019,293.0158,1637.34057,2.93267,1.18607,7.91086,5.00104,293.039,100,TRUE
72387,19/3/2024,1:02:37,999993,2.10071,149.8864291,-30.2632881,292.9713,1638.15982,4.46847,-0.33653,24.16218,6.00425,292.994,100,TRUE
72388,19/3/2024,1:02:38,999993,2.10068,149.8864356,-30.2632729,293.1064,1672.35126,4.86525,-2.08754,18.99099,3.00243,293.129,100,TRUE
72389,19/3/2024,1:02:39,999993,2.10065,149.8864421,-30.263259,293.0416,1544.63021,3.89422,1.24334,13.2662,6.00245,293.064,100,TRUE
72390,19/3/2024,1:02:40,999993,2.10062,149.8864478,-30.2632438,293.3123,1580.11872,1.94195,6.06328,14.54159,12.0085,293.335,100,TRUE
72391,19/3/2024,1:02:41,999993,2.10059,149.8864542,-30.2632284,293.3165,1648.49684,2.92109,2.41223,16.72368,8.00727,293.339,100,TRUE
72392,19/3/2024,1:02:42,999993,2.10057,149.8864595,-30.2632129,293.5592,1572.11306,2.98397,1.56436,16.81059,7.00496,293.582,100,TRUE
72393,19/3/2024,1:02:43,999993,2.10054,149.8864666,-30.2631955,293.6198,1626.8248,3.30791,4.04778,11.1807,9.00457,293.643,100,TRUE
72394,19/3/2024,1:02:44,999994,2.16004,149.8864731,-30.2631815,293.9414,1683.19002,3.50728,-0.39328,18.8073,5.00354,293.964,100,TRUE
72395,19/3/2024,1:02:45,999993,2.10048,149.886479,-30.2631627,294.4254,1633.82999,3.69484,4.10453,16.5345,10.00508,294.448,100,TRUE
72396,19/3/2024,1:02:46,999993,2.10045,149.8864856,-30.2631436,294.8942,1586.96487,3.09802,1.18713,7.91504,5.00304,294.917,100,TRUE
72397,19/3/2024,1:02:47,999993,2.10042,149.8864925,-30.2631258,294.6849,1619.14636,2.52299,-0.39328,18.80732,5.00354,294.708,100,TRUE
72398,19/3/2024,1:02:48,999993,2.10039,149.8865,-30.2631072,294.7027,1574.11447,3.09837,1.1874,7.91608,5.00354,294.725,100,TRUE
72399,19/3/2024,1:02:49,999993,2.10036,149.8865072,-30.2630881,294.6573,1623.31164,3.69025,-1.03364,11.72944,3.00243,294.68,100,TRUE
72400,19/3/2024,1:02:50,999993,2.10033,149.8865147,-30.263069,294.5873,1591.80705,4.06448,4.8947,11.08996,10.00507,294.61,100,TRUE
72401,19/3/2024,1:02:51,999993,2.10029,149.8865229,-30.2630502,294.8672,1626.47684,3.08861,-1.5606,15.36201,3.00273,294.89,100,TRUE
72402,19/3/2024,1:02:52,999993,2.10026,149.8865323,-30.263031,294.6174,1647.50743,4.395,0.92299,9.72639,5.00154,294.64,100,TRUE
72403,19/3/2024,1:02:53,999993,2.10023,149.8865404,-30.263012,294.7328,1596.65143,3.0107,2.09018,13.17547,7.00286,294.756,100,TRUE
72404,19/3/2024,1:02:54,999993,2.1002,149.8865488,-30.262991800000002,294.949,1596.97096,2.83347,1.82747,14.99363,7.00426,294.972,100,TRUE
72405,19/3/2024,1:02:55,999993,2.10017,149.8865573,-30.2629731,294.4931,1592.80915,2.45427,-0.1301,16.98821,5.00254,294.516,100,TRUE
72406,19/3/2024,1:02:56,999993,2.10013,149.8865669,-30.2629544,294.5128,1523.8408,2.49907,3.73129,7.64889,8.00968,294.536,100,TRUE
72407,19/3/2024,1:02:57,999993,2.1001,149.8865756,-30.2629349,294.5296,1583.12085,3.94636,3.20179,11.27422,8.00567,294.552,100,TRUE
72408,19/3/2024,1:02:58,999993,2.10007,149.8865815,-30.2629136,294.4694,1666.01294,2.99288,1.24388,13.26936,6.00365,294.492,100,TRUE
72409,19/3/2024,1:02:59,999993,2.10003,149.8865902,-30.2628941,294.344,1579.27606,4.1559,1.5079,11.45713,6.00485,294.367,100,TRUE
72410,19/3/2024,1:03:00,999993,2.1,149.8865981,-30.2628756,294.1,1589.28414,2.94269,-0.71341,15.26945,4.00323,294.123,100,TRUE
72411,19/3/2024,1:03:01,999993,2.09997,149.8866062,-30.2628568,293.8697,1590.80813,2.96139,3.20086,11.27145,8.00407,293.892,100,TRUE
72412,19/3/2024,1:03:02,999993,2.09993,149.8866142,-30.2628376,293.5623,1609.30031,1.8706,8.81229,7.1002,14.01132,293.585,100,TRUE
72413,19/3/2024,1:03:03,999993,2.0999,149.8866216,-30.262819,293.2544,1652.67429,4.40814,-0.39361,18.80092,5.00204,293.277,100,TRUE
72414,19/3/2024,1:03:04,999993,2.09986,149.8866276,-30.2627987,293.2324,1661.67796,3.48884,1.82681,14.99013,7.00286,293.255,100,TRUE
72415,19/3/2024,1:03:05,999993,2.09983,149.8866345,-30.2627794,293.2702,1629.15344,4.2063,3.46524,9.45901,8.00567,293.293,100,TRUE
72416,19/3/2024,1:03:06,999993,2.09979,149.8866431,-30.2627596,293.9023,1613.30355,3.16104,0.24729,25.88947,7.00566,293.925,100,TRUE
72417,19/3/2024,1:03:07,999993,2.09976,149.8866518,-30.262739,294.0395,1613.30355,2.80757,2.88203,7.73559,7.00566,294.062,100,TRUE
72418,19/3/2024,1:03:08,999993,2.09972,149.8866609,-30.2627193,294.219,1610.4623,3.06205,2.46899,22.07961,9.00818,294.242,100,TRUE
72419,19/3/2024,1:03:09,999993,2.09968,149.8866708,-30.2626978,294.3291,1504.06488,3.09375,0.60375,6.19164,4.00283,294.352,100,TRUE
72420,19/3/2024,1:03:10,999993,2.09965,149.886678,-30.2626771,294.2711,1598.8122,2.55939,1.30035,18.62157,7.00356,294.294,100,TRUE
72421,19/3/2024,1:03:11,999993,2.09961,149.8866861,-30.2626563,294.7951,1620.28136,2.67649,2.41417,16.73332,8.01128,294.818,100,TRUE
72422,19/3/2024,1:03:12,999993,2.09957,149.8866957,-30.2626355,294.5362,1595.12935,3.24049,4.31234,9.36825,9.00638,294.559,100,TRUE
72423,19/3/2024,1:03:13,999993,2.09953,149.8867049,-30.2626148,294.6465,1631.31811,3.39447,1.56466,16.81253,7.00566,294.669,100,TRUE
72424,19/3/2024,1:03:14,999993,2.0995,149.8867129,-30.2625943,294.4973,1623.98738,3.37404,-3.83819,13.81387,0,294.52,100,TRUE
72425,19/3/2024,1:03:15,999993,2.09946,149.8867206,-30.2625711,294.3123,1595.65103,3.01875,-1.29719,13.5384,3.00122,294.335,100,TRUE
72426,19/3/2024,1:03:16,999993,2.09942,149.8867296,-30.2625488,294.4476,1533.85289,2.86777,2.94055,13.09724,8.00968,294.47,100,TRUE
72427,19/3/2024,1:03:17,999993,2.09938,149.8867389,-30.2625261,294.6976,1592.44594,2.12379,3.84326,18.3577,10.00909,294.72,100,TRUE
72428,19/3/2024,1:03:18,999993,2.09934,149.8867484,-30.2625035,294.2742,1575.32767,2.44539,1.76943,9.63445,6.00125,294.297,100,TRUE
72429,19/3/2024,1:03:19,999993,2.0993,149.8867576,-30.2624807,294.471,1591.80864,2.51437,1.507,11.45294,6.00305,294.494,100,TRUE
72430,19/3/2024,1:03:20,999993,2.09926,149.8867668,-30.2624585,294.2066,1550.40777,3.5901,-0.39307,18.81159,5.00454,294.229,100,TRUE
72431,19/3/2024,1:03:21,999993,2.09922,149.8867765,-30.2624353,294.7103,1619.66082,3.85724,1.03671,20.43411,7.00286,294.733,100,TRUE
72432,19/3/2024,1:03:22,999993,2.09918,149.8867868,-30.2624134,295.0124,1561.7304,2.716,1.62235,22.17534,8.00887,295.035,100,TRUE
72433,19/3/2024,1:03:23,999993,2.09914,149.8867946,-30.262391,295.3958,1595.44867,2.94884,2.93923,13.09255,8.00727,295.419,100,TRUE
72434,19/3/2024,1:03:24,999993,2.0991,149.8868033,-30.2623732,295.2331,1585.64694,3.41609,1.50671,11.45154,6.00245,295.256,100,TRUE
72435,19/3/2024,1:03:25,999992,2.09906,149.8868093,-30.2623553,294.4555,1632.1572,3.28433,1.03746,20.44103,7.00497,294.478,100,TRUE
72436,19/3/2024,1:03:26,999994,2.09902,149.8868146,-30.2623392,294.3642,1662.00884,3.35793,2.9379,13.08784,8.00486,294.387,100,TRUE
72437,19/3/2024,1:03:27,999992,2.09898,149.88682120000001,-30.2623219,294.409,1592.01274,3.84752,1.4488,6.09484,5.00004,294.432,100,TRUE
72438,19/3/2024,1:03:28,999994,2.09894,149.8868273,-30.2623103,293.8851,1661.17445,2.83841,2.41145,16.71981,8.00566,293.908,100,TRUE
72439,19/3/2024,1:03:29,999992,2.0989,149.8868332,-30.2622941,294.4936,1566.11037,3.15727,1.24416,13.27096,6.00426,294.516,100,TRUE
72440,19/3/2024,1:03:30,999993,2.09885,149.886839,-30.262279500000002,294.3545,1526.08046,3.12954,-0.77024,9.91281,3.00213,294.377,100,TRUE
72441,19/3/2024,1:03:31,999993,2.09881,149.8868484,-30.2622668,294.7206,1574.11447,1.77208,2.41145,16.71983,8.00567,294.743,100,TRUE
72442,19/3/2024,1:03:32,999993,2.09877,149.8868543,-30.2622522,294.7992,1621.79695,2.59815,1.50879,11.46133,6.00666,294.822,100,TRUE
72443,19/3/2024,1:03:33,999993,2.09873,149.8868632,-30.262238,295.0037,1551.78831,2.16321,1.56375,16.80672,7.00356,295.026,100,TRUE
72444,19/3/2024,1:03:34,999993,2.09868,149.8868697,-30.2622221,295.3561,1634.83049,3.35979,-2.61414,22.61422,3.00152,295.379,100,TRUE
72445,19/3/2024,1:03:35,999993,2.09864,149.8868767,-30.2622054,295.2724,1592.44594,2.42079,5.80129,16.36057,12.01091,295.295,100,TRUE
72446,19/3/2024,1:03:36,999993,2.0986,149.8868833,-30.2621878,295.2375,1597.29061,2.25406,-1.82406,17.17561,3.00243,295.26,100,TRUE
72447,19/3/2024,1:03:37,999992,2.09855,149.8868898,-30.2621709,295.41,1567.11108,2.92386,-0.07308,22.347,6.00426,295.433,100,TRUE
72448,19/3/2024,1:03:38,999994,2.09851,149.8868963,-30.2621543,295.1958,1575.64129,3.98084,1.82681,14.99011,7.00285,295.219,100,TRUE
72449,19/3/2024,1:03:39,999992,2.09846,149.8869026,-30.2621345,295.1919,1674.68976,3.12132,1.03822,20.44792,7.00707,295.215,100,TRUE
72450,19/3/2024,1:03:40,999993,2.09842,149.8869086,-30.2621174,295.6742,1587.28252,2.7185,-0.86336,27.79562,6.00485,295.697,100,TRUE
72451,19/3/2024,1:03:41,999993,2.09837,149.886917,-30.2621011,295.9018,1627.31487,3.90397,-0.65665,20.62484,5.00404,295.925,100,TRUE
72452,19/3/2024,1:03:42,999993,2.09833,149.8869251,-30.2620829,296.2011,1594.12864,2.7992,6.26997,7.37152,11.00779,296.224,100,TRUE
72453,19/3/2024,1:03:43,999993,2.09828,149.8869338,-30.2620659,296.473,1628.50158,2.76097,4.57336,7.54901,9.00277,296.496,100,TRUE
72454,19/3/2024,1:03:44,999993,2.09823,149.8869407,-30.2620472,296.829,1558.94784,2.15884,0.98046,15.08439,6.00365,296.852,100,TRUE
72455,19/3/2024,1:03:45,999993,2.0981900000000002,149.8869477,-30.2620286,296.8815,1557.0366,2.99403,-1.82424,17.18547,3.00393,296.904,100,TRUE
72456,19/3/2024,1:03:46,999993,2.09814,149.8869556,-30.2620115,296.9489,1604.45685,3.0367,6.59179,10.91386,12.01091,296.972,100,TRUE
72457,19/3/2024,1:03:47,999993,2.09809,149.8869629,-30.2619928,297.3874,1571.48402,3.10161,1.76975,9.63566,6.00185,297.41,100,TRUE
72458,19/3/2024,1:03:48,999993,2.09805,149.8869707,-30.2619743,297.7683,1630.66531,3.63556,2.56018,4.1929,6.00245,297.791,100,TRUE
72459,19/3/2024,1:03:49,999992,2.098,149.8869781,-30.2619563,297.6096,1591.17185,2.56747,0.97924,15.07558,6.00065,297.632,100,TRUE
72460,19/3/2024,1:03:50,999993,2.09795,149.8869855,-30.2619385,298.1438,1538.70489,2.94489,0.86813,4.37919,4.00444,298.167,100,TRUE
72461,19/3/2024,1:03:51,999993,2.0979,149.8869945,-30.2619217,298.1596,1592.60535,2.94917,2.93967,13.09411,8.00807,298.182,100,TRUE
72462,19/3/2024,1:03:52,999993,2.09785,149.8870035,-30.2619046,297.9994,1603.13502,2.954,6.59018,10.91117,12.0085,298.022,100,TRUE
72463,19/3/2024,1:03:53,999993,2.09781,149.8870107,-30.2618859,298.1354,1633.33973,3.32993,3.9894,5.82442,8.00166,298.158,100,TRUE
72464,19/3/2024,1:03:54,999993,2.09776,149.887019,-30.2618671,298.4175,1628.99043,2.50421,-1.2404,18.89594,4.00243,298.44,100,TRUE
72465,19/3/2024,1:03:55,999992,2.09771,149.8870277,-30.261847,298.5937,1658.84269,3.47074,-0.50699,8.09548,3.00152,298.616,100,TRUE
72466,19/3/2024,1:03:56,999993,2.13567,149.8870363,-30.2618259,298.4541,1592.6498,4.07551,0.50997,24.06344,7.00286,298.477,100,TRUE
72467,19/3/2024,1:03:57,999993,2.09761,149.8870433,-30.2618073,298.3889,1607.97765,2.84393,3.08783,0.56419,6.00365,298.412,100,TRUE
72468,19/3/2024,1:03:58,999993,2.16156,149.8870514,-30.2617884,298.6623,1606.13715,3.94396,-2.93457,19.0796,2.00142,298.685,100,TRUE
72469,19/3/2024,1:03:59,999993,2.09751,149.8870609,-30.2617699,298.4377,1677.69111,3.1352,-0.18621,11.64151,4.00404,298.46,100,TRUE
72470,19/3/2024,1:04:00,999993,2.09746,149.887067,-30.261752,298.5115,1610.97948,3.80381,1.56405,16.80866,7.00426,298.534,100,TRUE
72471,19/3/2024,1:04:01,999993,2.09741,149.8870754,-30.2617334,298.7176,1656.50411,3.00194,-0.65657,20.62716,5.00454,298.74,100,TRUE
72472,19/3/2024,1:04:02,999993,2.09735,149.8870866,-30.2617166,299.2112,1517.9229,2.87389,-1.93749,6.46302,1.00061,299.234,100,TRUE
72473,19/3/2024,1:04:03,999992,2.0973,149.8870945,-30.2616977,299.7985,1586.2833,2.56027,1.30119,18.62794,7.00567,299.821,100,TRUE
72474,19/3/2024,1:04:04,999993,2.09725,149.8871039,-30.2616791,300.0644,1606.97704,2.47886,4.36851,14.72138,10.00608,300.087,100,TRUE
72475,19/3/2024,1:04:05,999993,2.0972,149.8871111,-30.2616616,299.8773,1517.9229,2.10918,3.57825,20.16645,10.00608,299.9,100,TRUE
72476,19/3/2024,1:04:06,999993,2.09715,149.8871205,-30.2616427,300.1537,1696.54046,4.21989,2.14873,18.53925,8.00727,300.176,100,TRUE
72477,19/3/2024,1:04:07,999992,2.09709,149.8871292,-30.2616228,299.9199,1619.44374,3.16934,2.41456,16.73527,8.01209,299.943,100,TRUE
72478,19/3/2024,1:04:08,999993,2.09704,149.8871365,-30.261603,299.5409,1584.64654,2.56834,0.97997,15.08086,6.00245,299.564,100,TRUE
72479,19/3/2024,1:04:09,999993,2.09699,149.8871439,-30.2615825,299.668,1539.62817,3.76258,0.86649,4.37436,4.00163,299.691,100,TRUE
72480,19/3/2024,1:04:10,999993,2.09694,149.8871522,-30.2615644,299.1708,1657.00166,4.14383,1.24551,13.27885,6.00726,299.194,100,TRUE
72481,19/3/2024,1:04:11,999993,2.09688,149.887161,-30.2615454,299.5492,1589.9667,3.39373,0.0767,9.82082,4.00243,299.572,100,TRUE
72482,19/3/2024,1:04:12,999993,2.09683,149.8871684,-30.2615267,299.3066,1601.77477,2.54847,2.61978,9.5546,7.00776,299.329,100,TRUE
72483,19/3/2024,1:04:13,999992,2.09677,149.8871775,-30.2615067,299.5143,1622.9884,2.43726,2.0909,13.17863,7.00427,299.537,100,TRUE
72484,19/3/2024,1:04:14,999993,2.09672,149.8871856,-30.2614869,299.5274,1611.30193,3.21312,2.29832,6.01097,6.00485,299.55,100,TRUE
72485,19/3/2024,1:04:15,999993,2.09666,149.8871931,-30.2614671,300.0081,1593.80966,3.443,0.45343,18.71231,6.00305,300.031,100,TRUE
72486,19/3/2024,1:04:16,999993,2.13331,149.8872018,-30.261449,299.6616,1576.95879,3.36136,0.45362,18.71443,6.00365,299.684,100,TRUE
72487,19/3/2024,1:04:17,999993,2.13327,149.8872107,-30.2614321,299.4544,1587.80661,2.23255,4.36792,14.71966,10.00508,299.477,100,TRUE
72488,19/3/2024,1:04:18,999993,2.0965,149.8872193,-30.2614142,299.7546,1605.97643,4.3144,2.41106,16.71791,8.00487,299.777,100,TRUE
72489,19/3/2024,1:04:19,999992,2.09644,149.8872278,-30.2613949,299.8565,1636.48757,3.35203,-2.29433,26.16467,4.00364,299.879,100,TRUE
72490,19/3/2024,1:04:20,999993,2.09639,149.8872348,-30.2613739,300.2092,1647.66084,3.9927,1.50849,11.45993,6.00605,300.232,100,TRUE
72491,19/3/2024,1:04:21,999993,2.09633,149.8872415,-30.2613569,299.9585,1592.96852,3.75877,3.25807,16.62716,9.00548,299.981,100,TRUE
72492,19/3/2024,1:04:22,999993,2.09627,149.8872491,-30.2613363,299.7701,1541.78168,2.64139,1.30035,18.62155,7.00355,299.793,100,TRUE
72493,19/3/2024,1:04:23,999992,2.09622,149.887257,-30.2613174,299.9468,1661.17778,3.33058,0.92395,9.7313,5.00355,299.97,100,TRUE
72494,19/3/2024,1:04:24,999993,2.09616,149.8872653,-30.261299,299.8437,1544.09322,2.84767,0.60375,6.19164,4.00283,299.866,100,TRUE
72495,19/3/2024,1:04:25,999993,2.0961,149.8872744,-30.2612796,299.793,1593.12793,3.61706,0.13361,15.17691,5.00354,299.816,100,TRUE
72496,19/3/2024,1:04:26,999993,2.09605,149.8872829,-30.2612598,299.4222,1610.30112,3.18999,2.35508,11.36637,7.00566,299.445,100,TRUE
72497,19/3/2024,1:04:27,999992,2.09599,149.88729,-30.261241,299.5586,1634.32217,3.25233,-1.56059,15.36024,3.00243,299.581,100,TRUE
72498,19/3/2024,1:04:28,999993,2.09593,149.8872974,-30.2612214,299.8457,1647.16619,4.1277,0.98071,15.08615,6.00425,299.868,100,TRUE
72499,19/3/2024,1:04:29,999993,2.09587,149.8873066,-30.2612025,299.8533,1576.64327,3.00026,-0.65697,20.61558,5.00204,299.876,100,TRUE
72500,19/3/2024,1:04:30,999993,2.09581,149.8873144,-30.2611831,299.9422,1592.28657,3.03055,2.93879,13.09098,8.00647,299.965,100,TRUE
72501,19/3/2024,1:04:31,999992,2.09575,149.8873221,-30.2611669,299.6055,1554.25739,2.15353,-2.67125,17.26639,2.00162,299.628,100,TRUE
72502,19/3/2024,1:04:32,999993,2.09569,149.8873284,-30.2611472,299.0981,1568.26716,2.98893,2.14837,18.53715,8.00647,299.121,100,TRUE
72503,19/3/2024,1:04:33,999993,2.09563,149.8873336,-30.2611291,298.6972,1610.4623,2.46002,0.4542,18.72081,6.00545,298.72,100,TRUE
72504,19/3/2024,1:04:34,999993,2.13257,149.8873399,-30.2611131,298.487,1550.40777,2.46584,2.61896,9.55219,7.00636,298.51,100,TRUE
72505,19/3/2024,1:04:35,999992,2.09551,149.8873465,-30.2610946,298.0006,1641.4921200000001,2.90723,0.66093,11.54933,5.00455,298.023,100,TRUE
72506,19/3/2024,1:04:36,999993,2.09545,149.8873546,-30.2610766,298.3028,1613.81982,2.17245,2.73081,20.25493,9.00457,298.326,100,TRUE
72507,19/3/2024,1:04:37,999993,2.09539,149.8873629,-30.2610599,298.1771,1616.14423,2.74714,2.73165,20.25948,9.00638,298.2,100,TRUE
72508,19/3/2024,1:04:38,999993,2.09533,149.8873705,-30.2610421,297.2883,1642.67021,3.47497,1.56345,16.80479,7.00286,297.311,100,TRUE
72509,19/3/2024,1:04:39,999992,2.09527,149.8873786,-30.261023,297.1596,1654.50394,3.25269,-0.0728,22.35197,6.00546,297.182,100,TRUE
72510,19/3/2024,1:04:40,999993,2.09521,149.8873881,-30.2610035,297.1924,1535.93385,2.87165,6.58937,10.90983,12.0073,297.215,100,TRUE
72511,19/3/2024,1:04:41,999993,2.09515,149.8873963,-30.2609841,297.499,1627.66409,3.10075,0.18987,20.52485,6.00245,297.522,100,TRUE
72512,19/3/2024,1:04:42,999993,2.09509,149.8874062,-30.260963,297.9043,1618.4985,2.78287,2.93658,13.08317,8.00246,297.927,100,TRUE
72513,19/3/2024,1:04:43,999992,2.09502,149.887414,-30.2609407,298.5771,1651.84079,2.63678,0.71682,16.89749,6.00306,298.6,100,TRUE
72514,19/3/2024,1:04:44,999993,2.09496,149.8874215,-30.2609197,297.7468,1564.42049,2.61948,-0.12957,16.99602,5.00454,297.77,100,TRUE
72515,19/3/2024,1:04:45,999993,2.0949,149.88743,-30.260901,297.8162,1613.81821,3.09423,6.6453,16.26225,13.00659,297.839,100,TRUE
72516,19/3/2024,1:04:46,999993,2.09483,149.887439,-30.2608829,297.6777,1594.81016,3.34832,1.7704,9.6381,6.00305,297.7,100,TRUE
72517,19/3/2024,1:04:47,999992,2.09477,149.8874457,-30.2608648,297.4759,1586.12456,3.35951,6.00653,9.18674,11.0078,297.499,100,TRUE
72518,19/3/2024,1:04:48,999993,2.09471,149.8874541,-30.260844,296.8829,1550.09747,4.10459,-0.45004,13.45246,4.00283,296.906,100,TRUE
72519,19/3/2024,1:04:49,999992,2.09464,149.8874617,-30.2608221,296.7233,1550.63421,2.76471,0.60313,6.18903,4.00164,296.746,100,TRUE
72520,19/3/2024,1:04:50,999994,2.09458,149.8874711,-30.2608022,296.8883,1560.25913,3.11721,2.03484,7.82635,6.00485,296.911,100,TRUE
72521,19/3/2024,1:04:51,999992,2.09452,149.8874788,-30.2607812,297.2736,1620.825,2.55477,0.71682,16.89749,6.00306,297.296,100,TRUE
72522,19/3/2024,1:04:52,999993,2.09445,149.8874869,-30.2607612,296.6553,1551.40868,2.41035,1.56496,16.81446,7.00636,296.678,100,TRUE
72523,19/3/2024,1:04:53,999992,2.09439,149.8874953,-30.2607412,296.9144,1537.55139,2.82893,-1.82414,17.17957,3.00303,296.937,100,TRUE
72524,19/3/2024,1:04:54,999993,2.09432,149.8875031,-30.2607203,297.0143,1628.15273,2.80947,-1.18362,24.25294,5.00354,297.037,100,TRUE
72525,19/3/2024,1:04:55,999993,2.09426,149.8875098,-30.2607009,297.1334,1556.4794,3.41109,0.92299,9.72639,5.00154,297.156,100,TRUE
72526,19/3/2024,1:04:56,999993,2.09419,149.8875179,-30.2606806,297.7443,1619.3084,2.36503,3.25902,16.63099,9.00728,297.767,100,TRUE
72527,19/3/2024,1:04:57,999992,2.09412,149.8875285,-30.2606594,298.1114,1594.97134,2.27905,4.25501,4.01274,8.00487,298.134,100,TRUE
72528,19/3/2024,1:04:58,999993,2.09406,149.8875372,-30.2606383,298.2606,1596.81118,3.42108,2.09054,13.17704,7.00356,298.283,100,TRUE
72529,19/3/2024,1:04:59,999992,2.09399,149.8875469,-30.2606162,298.5849,1649.5097,2.65124,5.53359,18.16374,12.00371,298.608,100,TRUE
72530,19/3/2024,1:05:00,999993,2.09392,149.8875568,-30.2605965,298.1548,1513.46615,2.25737,-1.24047,18.88951,4.00123,298.178,100,TRUE
72531,19/3/2024,1:05:01,999993,2.09386,149.8875665,-30.2605757,297.98630000000003,1592.12723,3.7314600000000002,-0.24335,6.2824,3.00213,298.009,100,TRUE
72532,19/3/2024,1:05:02,999993,2.39671,149.8875752,-30.2605545,297.4388,1582.96244,2.49153,1.56405,16.80866,7.00426,297.462,100,TRUE
72533,19/3/2024,1:05:03,999992,2.09372,149.887584,-30.2605329,297.8721,1637.99754,3.567,2.73124,20.25723,9.00548,297.895,100,TRUE
72534,19/3/2024,1:05:04,999993,2.09365,149.8875923,-30.2605105,298.416,1632.48229,3.64559,2.14873,18.53925,8.00727,298.439,100,TRUE
72535,19/3/2024,1:05:05,999992,2.09359,149.8876025,-30.260488,298.4422,1608.6231,3.34555,2.67615,14.90988,8.00808,298.465,100,TRUE
72536,19/3/2024,1:05:06,999993,2.09352,149.8876118,-30.2604647,298.9313,1569.95453,2.73759,0.0767,9.82082,4.00243,298.954,100,TRUE
72537,19/3/2024,1:05:07,999993,2.09345,149.887621,-30.2604418,299.36,1602.49357,3.21012,0.71639,16.89358,6.00185,299.383,100,TRUE
72538,19/3/2024,1:05:08,999993,2.09338,149.8876292,-30.2604195,298.9628,1582.91216,3.51043,1.18873,7.92131,5.00605,298.986,100,TRUE
72539,19/3/2024,1:05:09,999992,2.09331,149.887638,-30.2603967,298.8228,1642.82189,3.32159,-0.33607,24.17289,6.00666,298.846,100,TRUE
72540,19/3/2024,1:05:10,999993,2.09324,149.8876485,-30.2603733,299.1651,1645.82357,3.109,2.35623,11.37054,7.00776,299.188,100,TRUE
72541,19/3/2024,1:05:11,999993,2.09317,149.8876589,-30.2603508,299.352,1585.28091,2.75551,-2.1443,13.6356,2.00162,299.375,100,TRUE
72542,19/3/2024,1:05:12,999992,2.0931,149.8876691,-30.2603278,299.7158,1591.44662,2.83443,1.82847,14.99891,7.00637,299.739,100,TRUE
72543,19/3/2024,1:05:13,999993,2.09303,149.8876798,-30.2603052,300.1861,1599.33266,4.89686,5.15612,9.27159,10.00208,300.209,100,TRUE
72544,19/3/2024,1:05:14,999993,2.09296,149.8876875,-30.2602846,300.4232,1610.97948,3.78874,-1.76724,22.52599,4.00243,300.446,100,TRUE
